crop,model,kdd,delta_log_yield
griu,monotonic,2.804526602666994,-5.699698129234092e-05
griu,monotonic,4.004993295810362,-5.699698129234092e-05
griu,monotonic,5.20545998895373,-0.0005458035185108932
griu,monotonic,6.405926682097098,-0.004267407949381766
griu,monotonic,7.606393375240466,-0.004267407949381766
griu,monotonic,8.806860068383834,-0.004541072592366212
griu,monotonic,10.007326761527203,-0.004541072592366212
griu,monotonic,11.207793454670572,-0.0049894161238574096
griu,monotonic,12.40826014781394,-0.007326941503231034
griu,monotonic,13.608726840957306,-0.008083216008480125
griu,monotonic,14.809193534100675,-0.008083216008480125
griu,monotonic,16.009660227244044,-0.008083216008480125
griu,monotonic,17.21012692038741,-0.01290639479922562
griu,monotonic,18.41059361353078,-0.01290639479922562
griu,monotonic,19.611060306674148,-0.01290639479922562
griu,monotonic,20.811526999817517,-0.01290639479922562
griu,monotonic,22.011993692960885,-0.01290639479922562
griu,monotonic,23.21246038610425,-0.01290639479922562
griu,monotonic,24.41292707924762,-0.01290639479922562
griu,monotonic,25.61339377239099,-0.013716696973343637
griu,monotonic,26.813860465534354,-0.013716696973343637
griu,monotonic,28.014327158677723,-0.013716696973343637
griu,monotonic,29.214793851821092,-0.013716696973343637
griu,monotonic,30.41526054496446,-0.03727117793789004
griu,monotonic,31.61572723810783,-0.03727117793789004
griu,monotonic,32.8161939312512,-0.03727117793789004
griu,monotonic,34.01666062439456,-0.12487927636385067
griu,monotonic,35.21712731753793,-0.12487927636385067
griu,monotonic,36.4175940106813,-0.12487927636385067
griu,monotonic,37.61806070382467,-0.12487927636385067
griu,monotonic,38.81852739696804,-0.12487927636385067
griu,monotonic,40.018994090111406,-0.12487927636385067
griu,monotonic,41.219460783254775,-0.12487927636385067
griu,monotonic,42.41992747639814,-0.12487927636385067
griu,monotonic,43.62039416954151,-0.12487927636385067
griu,monotonic,44.820860862684874,-0.12487927636385067
griu,monotonic,46.02132755582824,-0.12487927636385067
griu,monotonic,47.22179424897161,-0.12487927636385067
legume,unconstrained,0.38450996177378793,0.0
legume,unconstrained,1.5715216091577044,0.015430947328635489
legume,unconstrained,2.7585332565416207,0.091490479708371
legume,unconstrained,3.945544903925538,-0.07102731523821769
legume,unconstrained,5.132556551309454,-0.029342706210334798
legume,unconstrained,6.3195681986933705,-0.029342706210334798
legume,unconstrained,7.506579846077288,-0.03627870668254727
legume,unconstrained,8.693591493461202,-0.04963579106251382
legume,unconstrained,9.88060314084512,-0.04963579106251382
legume,unconstrained,11.067614788229037,-0.024607535268363224
legume,unconstrained,12.254626435612952,0.004025049011698929
legume,unconstrained,13.44163808299687,-0.05055090809341233
legume,unconstrained,14.628649730380786,-0.0582063028437042
legume,unconstrained,15.815661377764702,-0.0582063028437042
legume,unconstrained,17.002673025148617,-0.0582063028437042
legume,unconstrained,18.189684672532536,-0.0582063028437042
legume,unconstrained,19.37669631991645,-0.0582063028437042
legume,unconstrained,20.563707967300367,-0.059587173452862206
legume,unconstrained,21.750719614684286,-0.059587173452862206
legume,unconstrained,22.9377312620682,-0.059587173452862206
legume,unconstrained,24.124742909452117,-0.059587173452862206
legume,unconstrained,25.311754556836036,-0.059587173452862206
legume,unconstrained,26.49876620421995,-0.059587173452862206
legume,unconstrained,27.685777851603866,-0.06094214324108546
