crop,model,kdd,delta_log_yield
sfecla,unconstrained,21.95149811885071,-0.44813041219318883
sfecla,unconstrained,23.04452543712022,-0.44813041219318883
sfecla,unconstrained,24.137552755389734,-0.44813041219318883
sfecla,unconstrained,25.230580073659247,-0.44813041219318883
sfecla,unconstrained,26.32360739192876,-0.44813041219318883
sfecla,unconstrained,27.416634710198274,-0.44813041219318883
sfecla,unconstrained,28.509662028467787,-0.44813041219318883
sfecla,unconstrained,29.6026893467373,-0.44813041219318883
sfecla,unconstrained,30.69571666500681,-0.44813041219318883
sfecla,unconstrained,31.788743983276323,-0.44813041219318883
sfecla,unconstrained,32.88177130154583,-0.44813041219318883
sfecla,unconstrained,33.974798619815346,-0.44813041219318883
sfecla,unconstrained,35.06782593808486,-0.44813041219318883
sfecla,unconstrained,36.16085325635437,-0.44813041219318883
sfecla,unconstrained,37.253880574623885,-0.44813041219318883
sfecla,unconstrained,38.3469078928934,-0.44813041219318883
sfecla,unconstrained,39.43993521116291,-0.44813041219318883
sfecla,unconstrained,40.532962529432425,-0.44813041219318883
sfecla,unconstrained,41.62598984770194,-0.44813041219318883
sfecla,unconstrained,42.719017165971444,-0.44813041219318883
sfecla,monotonic,0.09095175346045456,0.0
sfecla,monotonic,1.1839790717299672,0.0
sfecla,monotonic,2.27700638999948,0.0
sfecla,monotonic,3.3700337082689926,-0.0029842721840981773
sfecla,monotonic,4.463061026538505,-0.023579723800807365
sfecla,monotonic,5.5560883448080185,-0.024043441277442627
sfecla,monotonic,6.649115663077531,-0.02464471193195089
sfecla,monotonic,7.742142981347043,-0.0254332325705998
sfecla,monotonic,8.835170299616557,-0.0254332325705998
sfecla,monotonic,9.92819761788607,-0.0254332325705998
sfecla,monotonic,11.021224936155583,-0.0254332325705998
sfecla,monotonic,12.114252254425095,-0.026666132380534946
sfecla,monotonic,13.207279572694608,-0.027752297823901845
sfecla,monotonic,14.300306890964121,-0.15966258158552368
sfecla,monotonic,15.393334209233632,-0.16391420411118302
sfecla,monotonic,16.486361527503146,-0.31474957260104747
sfecla,monotonic,17.57938884577266,-0.31474957260104747
sfecla,monotonic,18.672416164042172,-0.31474957260104747
sfecla,monotonic,19.765443482311685,-0.31474957260104747
sfecla,monotonic,20.8584708005812,-0.31474957260104747
sfecla,monotonic,21.95149811885071,-0.42794762027704264
sfecla,monotonic,23.04452543712022,-0.42794762027704264
sfecla,monotonic,24.137552755389734,-0.42794762027704264
sfecla,monotonic,25.230580073659247,-0.42794762027704264
sfecla,monotonic,26.32360739192876,-0.42794762027704264
sfecla,monotonic,27.416634710198274,-0.42794762027704264
sfecla,monotonic,28.509662028467787,-0.42794762027704264
sfecla,monotonic,29.6026893467373,-0.42794762027704264
sfecla,monotonic,30.69571666500681,-0.42794762027704264
sfecla,monotonic,31.788743983276323,-0.42794762027704264
sfecla,monotonic,32.88177130154583,-0.42794762027704264
sfecla,monotonic,33.974798619815346,-0.42794762027704264
sfecla,monotonic,35.06782593808486,-0.42794762027704264
sfecla,monotonic,36.16085325635437,-0.42794762027704264
sfecla,monotonic,37.253880574623885,-0.42794762027704264
sfecla,monotonic,38.3469078928934,-0.42794762027704264
sfecla,monotonic,39.43993521116291,-0.42794762027704264
sfecla,monotonic,40.532962529432425,-0.42794762027704264
sfecla,monotonic,41.62598984770194,-0.42794762027704264
sfecla,monotonic,42.719017165971444,-0.42794762027704264
soia,unconstrained,0.15068461399492988,0.0
soia,unconstrained,1.2528381595215428,0.0
soia,unconstrained,2.354991705048156,0.02602545968925113
soia,unconstrained,3.457145250574769,-0.05842962578952907
soia,unconstrained,4.559298796101381,-0.0813405600738396
soia,unconstrained,5.661452341627994,-0.23750046998966493
soia,unconstrained,6.763605887154608,-0.23175840463675937
soia,unconstrained,7.86575943268122,-0.22465401224202264
soia,unconstrained,8.967912978207833,-0.2202099191939809
soia,unconstrained,10.070066523734447,-0.21399795831131044
soia,unconstrained,11.172220069261058,-0.21399795831131044
soia,unconstrained,12.274373614787672,-0.22659849311481836
soia,unconstrained,13.376527160314286,-0.22659849311481836
soia,unconstrained,14.478680705840898,-0.22659849311481836
soia,unconstrained,15.580834251367511,-0.2358587087129028
soia,unconstrained,16.682987796894125,-0.24448248919869012
soia,unconstrained,17.785141342420737,-0.24448248919869012
soia,unconstrained,18.88729488794735,-0.24325778742584256
soia,unconstrained,19.989448433473964,-0.22958637125226464
soia,unconstrained,21.091601979000576,-0.22958637125226464
soia,unconstrained,22.193755524527187,-0.22958637125226464
soia,unconstrained,23.295909070053803,-0.24048590758706156
soia,unconstrained,24.398062615580415,-0.24048590758706156
soia,unconstrained,25.500216161107026,-0.24048590758706156
soia,unconstrained,26.60236970663364,-0.24048590758706156
soia,unconstrained,27.704523252160254,-0.283244885986032
soia,unconstrained,28.806676797686865,-0.283244885986032
soia,unconstrained,29.908830343213477,-0.2919340742424734
soia,unconstrained,31.010983888740093,-0.2919340742424734
soia,unconstrained,32.113137434266704,-0.2919340742424734
soia,unconstrained,33.21529097979332,-0.2919340742424734
soia,unconstrained,34.317444525319935,-0.2919340742424734
soia,unconstrained,35.41959807084655,-0.2919340742424734
soia,unconstrained,36.52175161637316,-0.41515690553145573
soia,unconstrained,37.62390516189977,-0.41515690553145573
soia,unconstrained,38.72605870742638,-0.41515690553145573
soia,unconstrained,39.828212252953,-0.41515690553145573
soia,unconstrained,40.93036579847961,-0.41515690553145573
soia,unconstrained,42.032519344006225,-0.41515690553145573
soia,unconstrained,43.13467288953284,-0.41515690553145573
soia,monotonic,0.15068461399492988,0.0
soia,monotonic,1.2528381595215428,0.0
soia,monotonic,2.354991705048156,0.0
soia,monotonic,3.457145250574769,-0.062272523540425014
soia,monotonic,4.559298796101381,-0.09565565317048164
soia,monotonic,5.661452341627994,-0.22198643243605062
soia,monotonic,6.763605887154608,-0.22623122834267584
soia,monotonic,7.86575943268122,-0.22623122834267584
soia,monotonic,8.967912978207833,-0.22623122834267584
soia,monotonic,10.070066523734447,-0.22623122834267584
soia,monotonic,11.172220069261058,-0.22623122834267584
soia,monotonic,12.274373614787672,-0.22895847297642394
soia,monotonic,13.376527160314286,-0.22895847297642394
soia,monotonic,14.478680705840898,-0.23176859294121008
soia,monotonic,15.580834251367511,-0.24224185720643818
soia,monotonic,16.682987796894125,-0.24842574240405688
soia,monotonic,17.785141342420737,-0.24842574240405688
soia,monotonic,18.88729488794735,-0.24842574240405688
soia,monotonic,19.989448433473964,-0.24842574240405688
soia,monotonic,21.091601979000576,-0.24842574240405688
soia,monotonic,22.193755524527187,-0.24939475233828287
soia,monotonic,23.295909070053803,-0.25220487121884666
soia,monotonic,24.398062615580415,-0.25220487121884666
soia,monotonic,25.500216161107026,-0.25220487121884666
soia,monotonic,26.60236970663364,-0.25220487121884666
soia,monotonic,27.704523252160254,-0.28266862466133164
soia,monotonic,28.806676797686865,-0.28266862466133164
soia,monotonic,29.908830343213477,-0.28266862466133164
soia,monotonic,31.010983888740093,-0.28266862466133164
soia,monotonic,32.113137434266704,-0.28266862466133164
soia,monotonic,33.21529097979332,-0.28266862466133164
soia,monotonic,34.317444525319935,-0.28266862466133164
soia,monotonic,35.41959807084655,-0.28266862466133164
soia,monotonic,36.52175161637316,-0.42233443122644615
soia,monotonic,37.62390516189977,-0.42233443122644615
soia,monotonic,38.72605870742638,-0.42233443122644615
soia,monotonic,39.828212252953,-0.42233443122644615
soia,monotonic,40.93036579847961,-0.42233443122644615
soia,monotonic,42.032519344006225,-0.42233443122644615
soia,monotonic,43.13467288953284,-0.42233443122644615
